building_name,building_address,building_description,building_units_available,apt_type,apt_rent,apt_footage,rooms,latitude,longitude,distance_wh,distance_cap,zscore_price
Fort Totten Square,"5661 3rd St NE, Washington, DC","Just a few blocks away from a Red, Green and Yellow line Metro stop, Fort Totten Square features luxury apartments in northeast D.C. minutes from the District’s best dining and nightlife.",31,Studio,1440,542,1,38.95913529999999,-77.0027071,7350,7686,-0.6789326473841236
Fort Totten Square,"5661 3rd St NE, Washington, DC","Just a few blocks away from a Red, Green and Yellow line Metro stop, Fort Totten Square features luxury apartments in northeast D.C. minutes from the District’s best dining and nightlife.",31,1 Bedroom,1585,693,2,38.95913529999999,-77.0027071,7350,7686,-0.5836388342844763
Fort Totten Square,"5661 3rd St NE, Washington, DC","Just a few blocks away from a Red, Green and Yellow line Metro stop, Fort Totten Square features luxury apartments in northeast D.C. minutes from the District’s best dining and nightlife.",31,2 Bedrooms,2315,1022,3,38.95913529999999,-77.0027071,7350,7686,-0.10388377523107964
Park Place at Petworth Metro,"850 Quincy St NW, Washington, DC","Modern apartments feature trendy interiors and upscale design, with high ceilings, large windows, gourmet kitchens and beautiful cabinetry. Landscaped terraces and French balconies are available. Concierge, fitness center and controlled building access included. Near MD-97.",16,1 Bedroom,1735,719,2,38.9374651,-77.02492209999998,4468,5452,-0.4850590276296688
Park Place at Petworth Metro,"850 Quincy St NW, Washington, DC","Modern apartments feature trendy interiors and upscale design, with high ceilings, large windows, gourmet kitchens and beautiful cabinetry. Landscaped terraces and French balconies are available. Concierge, fitness center and controlled building access included. Near MD-97.",16,2 Bedrooms,2583,1038,3,38.9374651,-77.02492209999998,4468,5452,0.07224547932550983
Park Place at Petworth Metro,"850 Quincy St NW, Washington, DC","Modern apartments feature trendy interiors and upscale design, with high ceilings, large windows, gourmet kitchens and beautiful cabinetry. Landscaped terraces and French balconies are available. Concierge, fitness center and controlled building access included. Near MD-97.",16,3 Bedrooms,2872,1714,4,38.9374651,-77.02492209999998,4468,5452,0.26217590681377234
Isabella,"1483 Newton St NW, Washington, DC","Controlled access community close to Powell Recreation Center, Giant Food, and numerous restaurants. Oversized units with private patios/balconies, fully equipped kitchens, and HVAC with individual thermostats.",6,Studio,1425,293,1,38.932914,-77.0347448,3869,5273,-0.6887906280496043
Isabella,"1483 Newton St NW, Washington, DC","Controlled access community close to Powell Recreation Center, Giant Food, and numerous restaurants. Oversized units with private patios/balconies, fully equipped kitchens, and HVAC with individual thermostats.",6,1 Bedroom,2025,453,2,38.932914,-77.0347448,3869,5273,-0.2944714014303742
Isabella,"1483 Newton St NW, Washington, DC","Controlled access community close to Powell Recreation Center, Giant Food, and numerous restaurants. Oversized units with private patios/balconies, fully equipped kitchens, and HVAC with individual thermostats.",6,2 Bedrooms,2415,670,3,38.932914,-77.0347448,3869,5273,-0.03816390412787461
Kew Gardens,"2700 Q St NW, Washington, DC","Renovated studio and one-bedroom apartments. Stainless steel appliances, spacious units, granite counters, ceiling fans, and patio or balcony access. Located in West End in near proximity to Glover Park and Dupont Circle. Elevator and gym.",14,Studio,1754,367,1,38.91023380000001,-77.05586170000002,2228,4676,-0.4725722521200598
Kew Gardens,"2700 Q St NW, Washington, DC","Renovated studio and one-bedroom apartments. Stainless steel appliances, spacious units, granite counters, ceiling fans, and patio or balcony access. Located in West End in near proximity to Glover Park and Dupont Circle. Elevator and gym.",14,1 Bedroom,2229,565,2,38.91023380000001,-77.05586170000002,2228,4676,-0.16040286437983595
Kew Gardens,"2700 Q St NW, Washington, DC","Renovated studio and one-bedroom apartments. Stainless steel appliances, spacious units, granite counters, ceiling fans, and patio or balcony access. Located in West End in near proximity to Glover Park and Dupont Circle. Elevator and gym.",14,2 Bedrooms,2320,1106,3,38.91023380000001,-77.05586170000002,2228,4676,-0.10059778167591939
Louis at 14th,"1920 14th St NW, Washington, DC","Pet-friendly U Street property near fine dining restaurants, cycle centers and Harrison Playground. Experience convenient onsite amenities, including a business center and concierge. Enjoy luxurious unit features, including hardwood floors and modern monochromatic stainless steel finishes.",21,Studio,1719,489,1,38.91632429999999,-77.03231740000003,2045,3572,-0.4955742070061816
Louis at 14th,"1920 14th St NW, Washington, DC","Pet-friendly U Street property near fine dining restaurants, cycle centers and Harrison Playground. Experience convenient onsite amenities, including a business center and concierge. Enjoy luxurious unit features, including hardwood floors and modern monochromatic stainless steel finishes.",21,1 Bedroom,2179,650,2,38.91632429999999,-77.03231740000003,2045,3572,-0.19326279993143847
Louis at 14th,"1920 14th St NW, Washington, DC","Pet-friendly U Street property near fine dining restaurants, cycle centers and Harrison Playground. Experience convenient onsite amenities, including a business center and concierge. Enjoy luxurious unit features, including hardwood floors and modern monochromatic stainless steel finishes.",21,2 Bedrooms,3279,932,3,38.91632429999999,-77.03231740000003,2045,3572,0.5296557822038168
Chalfonte,"1601 Argonne Pl NW, Washington, DC","Spacious apartment homes await in desirable Adams Morgan, minutes from the National Zoo. Interiors offer open living plans and gourmet kitchens in the historic building. A 24-hour gym, on-site laundry and parking available.",17,Studio,1613,432,1,38.926678,-77.03868059999998,3189,4834,-0.5652372703755789
Chalfonte,"1601 Argonne Pl NW, Washington, DC","Spacious apartment homes await in desirable Adams Morgan, minutes from the National Zoo. Interiors offer open living plans and gourmet kitchens in the historic building. A 24-hour gym, on-site laundry and parking available.",17,1 Bedroom,1981,704,2,38.926678,-77.03868059999998,3189,4834,-0.3233881447157844
Chalfonte,"1601 Argonne Pl NW, Washington, DC","Spacious apartment homes await in desirable Adams Morgan, minutes from the National Zoo. Interiors offer open living plans and gourmet kitchens in the historic building. A 24-hour gym, on-site laundry and parking available.",17,2 Bedrooms,2707,854,3,38.926678,-77.03868059999998,3189,4834,0.15373811949348407
Park Crest,"2324 41st St NW, Washington, DC","Just 3 miles from all the attractions of downtown Washington DC. Studio apartments and 1-2 bedroom units available. Special amenities include hardwood floors, private balcony and on-site gym. Close to nearby parks.",49,Studio,1300,344,1,38.9213258,-77.08104420000002,4724,7183,-0.7709404669286106
Park Crest,"2324 41st St NW, Washington, DC","Just 3 miles from all the attractions of downtown Washington DC. Studio apartments and 1-2 bedroom units available. Special amenities include hardwood floors, private balcony and on-site gym. Close to nearby parks.",49,1 Bedroom,1549,799,2,38.9213258,-77.08104420000002,4724,7183,-0.6072979878816301
Park Crest,"2324 41st St NW, Washington, DC","Just 3 miles from all the attractions of downtown Washington DC. Studio apartments and 1-2 bedroom units available. Special amenities include hardwood floors, private balcony and on-site gym. Close to nearby parks.",49,2 Bedrooms,2209,987,3,38.9213258,-77.08104420000002,4724,7183,-0.17354683860047695
Connecticut Park Apartments,"2828 Connecticut Ave NW, Washington, DC","One- and two-bedrooms with hardwood floors, granite counters, patio/balcony, 24-hour laundry. Utilities included in rent. Easy access to Rock Creek and Potomac parkways, and near I-465. Close to Smithsonian National Zoo and D.C. transit.",10,1 Bedroom,1833,770,2,38.92745479999999,-77.0541527,3644,5735,-0.4206535539485279
Connecticut Park Apartments,"2828 Connecticut Ave NW, Washington, DC","One- and two-bedrooms with hardwood floors, granite counters, patio/balcony, 24-hour laundry. Utilities included in rent. Easy access to Rock Creek and Potomac parkways, and near I-465. Close to Smithsonian National Zoo and D.C. transit.",10,2 Bedrooms,2893,1023,3,38.92745479999999,-77.0541527,3644,5735,0.2759770797454454
President Madison,"1908 Florida Ave NW, Washington, DC","In the heart of Adams Morgan and just a short stroll away from Dupont Circle with all its boutique shops, restaurants and Metro station. Courtyard, gym, parking, on-site laundry and hardwood floors. Pet-friendly.",12,Studio,1602,429,1,38.9149838,-77.04455709999998,2038,4173,-0.5724664561969315
President Madison,"1908 Florida Ave NW, Washington, DC","In the heart of Adams Morgan and just a short stroll away from Dupont Circle with all its boutique shops, restaurants and Metro station. Courtyard, gym, parking, on-site laundry and hardwood floors. Pet-friendly.",12,1 Bedroom,2032,608,2,38.9149838,-77.04455709999998,2038,4173,-0.28987101045314984
President Madison,"1908 Florida Ave NW, Washington, DC","In the heart of Adams Morgan and just a short stroll away from Dupont Circle with all its boutique shops, restaurants and Metro station. Courtyard, gym, parking, on-site laundry and hardwood floors. Pet-friendly.",12,2 Bedrooms,2320,1106,3,38.9149838,-77.04455709999998,2038,4173,-0.10059778167591939
Idaho Terrace,"3040 Idaho Ave NW, Washington, DC","Minutes from shopping and a short journey to George Washington Memorial Parkway, parks and the National Zoo. Apartments have modern kitchens and wood plank or parquet hardwood floors. Elevator, on-site laundry, gym.",15,Studio,1460,415,1,38.9301207,-77.0786162,5166,7531,-0.6657886731634826
Idaho Terrace,"3040 Idaho Ave NW, Washington, DC","Minutes from shopping and a short journey to George Washington Memorial Parkway, parks and the National Zoo. Apartments have modern kitchens and wood plank or parquet hardwood floors. Elevator, on-site laundry, gym.",15,1 Bedroom,1807,625,2,38.9301207,-77.0786162,5166,7531,-0.43774072043536116
Idaho Terrace,"3040 Idaho Ave NW, Washington, DC","Minutes from shopping and a short journey to George Washington Memorial Parkway, parks and the National Zoo. Apartments have modern kitchens and wood plank or parquet hardwood floors. Elevator, on-site laundry, gym.",15,2 Bedrooms,2320,1106,3,38.9301207,-77.0786162,5166,7531,-0.10059778167591939
Cathedral Mansions,"3000 Connecticut Ave NW, Washington, DC","Historical building with hardwood floors, granite counters, dishwasher and hardwood floors. Courtyard, bbq and gym available. Located close to Smithsonian National Zoological Park among many other restaurants and shops.",7,Studio,1657,413,1,38.9298333,-77.0560416,3954,6039,-0.5363205270901688
Cathedral Mansions,"3000 Connecticut Ave NW, Washington, DC","Historical building with hardwood floors, granite counters, dishwasher and hardwood floors. Courtyard, bbq and gym available. Located close to Smithsonian National Zoological Park among many other restaurants and shops.",7,1 Bedroom,1968,770,2,38.9298333,-77.0560416,3954,6039,-0.33193172795920106
Cathedral Mansions,"3000 Connecticut Ave NW, Washington, DC","Historical building with hardwood floors, granite counters, dishwasher and hardwood floors. Courtyard, bbq and gym available. Located close to Smithsonian National Zoological Park among many other restaurants and shops.",7,2 Bedrooms,2320,1106,3,38.9298333,-77.0560416,3954,6039,-0.10059778167591939
Mass Court Apartments,"300 Massachusetts Ave NW, Washington, DC","Close to Judiciary Square Metro and Union Station. Also near the Verizon Center and Gallery Place. Amenities include a rooftop swimming pool and lounge, yoga studio, and 24-hour fitness studio.",32,Studio,1771,623,1,38.8994798,-77.01591859999998,1700,1227,-0.461399874032515
Mass Court Apartments,"300 Massachusetts Ave NW, Washington, DC","Close to Judiciary Square Metro and Union Station. Also near the Verizon Center and Gallery Place. Amenities include a rooftop swimming pool and lounge, yoga studio, and 24-hour fitness studio.",32,1 Bedroom,1969,778,2,38.8994798,-77.01591859999998,1700,1227,-0.331274529248169
